t,i
57153198,15
57153747,15
57154327,-14
57154999,-14
57155731,-181
57156402,-220
57157013,-220
57157654,-26
57158356,-4
57159027,-4
57159668,-4
57160370,-3
57161011,-3
57161651,-8
57162384,-8
57163177,-4
57163879,4
57164429,4
57165069,-2
57165741,-19
57166443,-19
57167175,-4
57167816,-2
57168457,-2
57169189,-4
57169800,-3
57170471,-3
57171142,5
57171722,5
57172302,13
57172973,-16
57173645,-16
57174377,-45
57175171,-303
57175781,-303
57176483,-214
57177185,-25
57177826,-25
57178467,-1
57179169,-1
57179779,-2
57180481,-1
57181122,-1
57181793,-5
57182464,1
57183075,1
57183594,-2
57184204,-2
57184906,-43
57185547,-205
57186279,-205
57186951,-175
57187622,-175
57188354,13
57188904,6
57189453,6
57189972,0
57190521,0
57191101,7
57191711,7
57192291,0
57192810,0
57193329,13
57193939,13
57194610,9
57195282,-196
57195923,-196
57196503,9
57197113,9
57197662,-1
57198364,0
57198883,0
57199432,-1
57200195,-1
57200806,-1
57201477,-7
57202209,-7
57202881,-9
57203583,14
57204193,14
57204803,-81
57205505,-81
57206207,-43
57206909,-103
57207519,-103
57208191,-2
57208832,2
57209442,2
57209961,2
57210510,2
57211059,3
57211578,3
57212189,-1
57212799,-1
57213501,-10
57214203,-109
57214813,-109
57215423,-5
57216034,-5
57216644,-18
57217377,-3
57218017,-3
57218658,-3
57219360,-1
57220032,-1
57220672,-16
57221435,0
57221954,0
57222565,-3
57223205,-3
57223907,-19
57224609,-43
57225220,-43
57225860,-39
57226501,-39
57227234,-52
57227875,0
57228485,0
57229034,7
57229584,7
57230194,-8
57230835,0
57231445,0
57232086,-8
57232757,-8
57233429,0
57234039,-54
57234650,-54
57235351,-34
57236023,-195
57236725,-195
57237366,-42
57238037,-42
57238708,-1
57239380,-6
57240173,-6
57240784,-6
57241485,-5
57242218,-5
57242798,-25
57243439,3
57244079,3
57244629,-47
57245361,-47
57246033,-68
57246673,-27
57247314,-27
57247986,-3
57248596,-3
57249206,9
57249786,-2
57250427,-2
57251190,-5
57251831,-14
57252502,-14
57253174,8
57253754,8
57254364,-33
57255066,-320
57255707,-320
57256409,-138
57257110,-49
57257812,-49
57258453,18
57259064,18
57259582,-2
57260315,-2
57261047,-2
57261658,-6
57262329,-9
57263031,-9
57263641,-10
57264343,-10
57264984,-5
57265594,-56
57266205,-56
57266907,1
57267486,1
57268097,-7
57268707,-1
57269348,-1
57270050,-2
57270721,-2
57271362,2
57272064,5
57272644,5
57273285,11
57273804,11
57274414,-83
57275116,-123
57275848,-123
57276550,-158
57277283,-4
57277954,-4
57278625,-2
57279358,-7
57280182,-7
57280884,-4
57281525,-4
57282165,-4
57282745,0
57283295,0
57283935,1
57284607,-26
57285400,-26
57286163,-148
57286835,-142
57287536,-142
57288147,-11
57288788,-4
57289429,-4
57290039,-1
57290649,-1
57291321,2
57291931,-9
57292663,-9
57293335,-12
57294037,-23
57294708,-23
57295380,-45
57296020,-109
57296753,-109
57297424,5
57297943,5
57298523,0
57299042,0
57299591,-2
57300354,-2
57301056,-2
57301727,-2
57302460,0
57303039,0
57303589,1
57304291,1
57304870,-29
57305633,-122
57306366,-122
57307037,-112
57307709,-9
57308380,-9
57309173,11
57309692,-3
57310425,-3
57311066,-11
57311798,4
57312347,4
57312958,5
57313568,5
57314178,-3
57314819,-3
57315552,-25
57316254,-77
57316955,-77
57317566,17
57318176,-19
57318817,-19
57319427,2
57319946,2
57320557,-1
57321197,-1
57321899,-7
57322510,2
57323059,2
57323578,-33
57324310,-33
57325012,-48
57325714,-101
57326385,-101
57327087,7
57327728,11
57328308,11
57328979,2
57329529,2
57330047,-2
57330719,0
57331268,0
57331787,-1
57332458,-1
57333221,-2
57333893,-19
57334564,-19
57335266,-158
57335968,-125
57336578,-125
57337219,19
57337829,19
57338409,7
57339020,7
57339569,-1
57340301,-8
57340942,-8
57341583,4
57342163,4
57342743,-10
57343445,13
57344116,13
57344726,-44
57345367,-44
57346191,-41
57346893,-2
57347595,-7
57348266,-7
57348968,-7
57349640,-2
57350372,-2
57351105,4
57351715,4
57352264,17
57352844,17
57353454,17
57354095,2
57354645,2
57355316,-277
57355957,-228
57356598,-228
57357208,-32
57357849,-32
57358490,-4
57359192,-5
57359863,-5
57360596,-2
57361297,-2
57362091,-2
57362732,2
57363342,3
57363891,3
57364471,-1
57365143,-1
57365723,-5
57366394,-5
57367035,-75
57367645,-10
57368347,-10
57368988,7
57369598,7
57370117,5
57370727,0
57371307,0
57371918,2
57372528,2
57373077,1
57373688,1
57374328,-39
57375000,-179
57375732,-179
57376434,54
57377075,-4
57377746,-4
57378448,-12
57379181,3
57379730,3
57380310,-2
57381103,-2
57381805,-8
57382416,-3
57383179,-3
57383850,14
57384460,-17
57385193,-17
57385834,-133
57386505,-94
57387176,-94
57387878,0
57388580,8
57389191,8
57389801,0
57390350,0
57390838,6
57391418,6
57391998,2
57392547,2
57393188,-1
57393829,7
57394379,7
57395080,-23
57395782,-23
57396484,-1
57397186,-46
57397888,-46
57398529,-1
57399170,0
57399780,0
57400360,4
57400848,4
57401428,0
57402008,0
57402649,-1
57403381,6
57403961,6
57404480,-123
57405151,-123
57405823,-235
57406463,-162
57407165,-162
57407776,1
57408417,1
57408966,4
57409607,5
57410217,5
57410766,-8
57411407,-8
57412048,3
57412598,3
57413177,-2
57413879,0
57414429,0
57415100,-4
57415802,-4
57416504,-165
57417175,-49
57417816,-49
57418426,7
57419098,-3
57419769,-3
57420441,2
57421081,2
57421661,-14
57422394,-4
57423096,-4
57423736,30
57424347,-137
57424957,-137
57425598,-262
57426208,-262
57426819,-185
57427490,3
57428070,3
57428711,-5
57429321,-5
57430115,4
57430694,3
57431305,3
57431793,-5
57432525,-5
57433197,-9
57433807,-18
57434418,-18
57435028,-188
57435760,-188
57436432,-206
57437042,-22
57437652,-22
57438385,0
57439087,-1
57439728,-1
57440430,-8
57441162,-8
57441833,-6
57442474,-13
57443176,-13
57443786,-2
57444519,-3
57445221,-3
57445831,4
57446380,-17
57447082,-17
57447693,1
57448303,1
57448852,0
57449402,0
57450012,-3
57450683,4
57451294,4
57451904,16
57452423,16
57453094,19
57453705,19
57454254,-1
57454895,-77
57455597,-77
57456329,-53
57456970,-83
57457641,-83
57458374,16
57458923,16
57459473,3
57460083,1
57460663,1
57461212,-4
57461944,-4
57462585,-2
57463287,5
57463898,5
57464508,-3
57465118,-3
57465820,-121
57466431,-154
57467041,-154
57467682,17
57468292,17
57468963,6
57469513,6
57470062,0
57470581,1
57471191,1
57471832,8
57472412,8
57473114,-1
57473816,-12
57474457,-12
57475128,-68
57475769,-68
57476440,-59
57477203,-1
57477905,-1
57478546,-5
57479126,3
57479736,3
57480347,-2
57481048,-2
57481720,-1
57482391,-6
57483185,-6
57483887,19
57484436,-24
57485199,-24
57485931,-174
57486572,-194
57487274,-194
57487945,-17
57488647,-5
57489288,-5
57490082,-5
57490723,3
57491333,3
57491852,6
57502472,-7
57503174,-7
57503845,-7
57504516,7
57505096,7
57505676,-60
57506378,-47
57507110,-47
57507812,5
57508331,5
57508942,1
57509491,1
57510040,-3
57510681,1
57511291,1
57511902,-6
57512604,-6
57513336,-1
57514099,-14
57514801,-47
57515442,-47
57516144,-165
57516785,-165
57517486,-128
57518127,-3
57518799,-3
57519440,-7
57520019,-4
57520660,-4
57521362,-14
57522095,-14
57522766,-6
57523407,-6
57524017,-6
57524658,-4
57525390,-49
57526184,-49
57526947,-51
57527557,1
57528168,1
57528656,-2
57529388,-2
57530182,2
57530762,-5
57531433,-5
57532196,-14
57532837,6
57533417,6
57533966,-79
57534698,-79
57535370,-167
57536041,-228
57536713,-228
57537384,-142
57538177,8
57538757,8
57539368,8
57540100,-1
57540710,-1
57541382,-10
57542175,-14
57542847,-14
57543548,2
57544128,2
57544678,4
57545257,4
57545807,-17
57546509,-32
57547180,-32
57547790,-24
57548492,-4
57549194,-4
57549835,3
57550384,3
57551086,-3
57551788,-2
57552429,-2
57553039,-7
57553650,-7
57554382,-11
57555054,-83
57555694,-83
57556335,-44
57557098,-98
57557831,-98
57558441,-11
57559204,0
57559784,0
57560425,-3
57561096,2
57561645,2
57562317,-3
57562988,-3
57563660,-1
57564392,-16
57565094,-16
57565704,-119
57566376,-212
57567200,-212
57567840,2
57568420,-8
57569183,-8
57569794,1
57570343,1
57570923,-6
57571533,-6
57572174,-3
57572815,8
57573364,8
57573974,21
57574524,21
57575073,-292
57575683,-292
57576355,-28
57576965,1
57577515,1
57578094,3
57578674,3
57579254,1
57579895,1
57580566,-2
57581299,-2
57582001,-2
57582702,-7
57583343,-13
57584045,-13
57584717,8
57585296,-220
57585937,-220
57586548,-65
57587128,-65
57587829,-17
57588440,-2
57589203,-2
57589935,4
57590484,4
57591095,-5
57591736,11
57592316,11
57592834,7
57593384,7
57594086,-10
57594787,-18
57595428,-18
57596191,-5
57596893,26
57597442,26
57598083,-7
57598755,-7
57599426,-1
57600189,1
57600738,1
57601288,-5
57601929,-5
57602600,-7
57603271,0
57603790,0
57604431,3
57604950,3
57605530,-57
57606171,-57
57606842,-258
57607513,-76
57608215,-76
57608887,-6
57609588,5
57610229,5
57610809,-3
57611511,-3
57612213,0
57612732,4
57613312,4
57613891,0
57614471,0
57615082,-157
57615692,-157
57616333,-127
57616974,-78
57617645,-78
57618378,15
57618927,-4
57619598,-4
57620361,-7
57621094,-20
57621734,-20
57622406,-2
57623047,-2
57623657,-4
57624359,-62
57625091,-62
57625824,-68
57626434,-48
57627197,-48
57627899,-10
57628601,-5
57629272,-5
57629913,-3
57630524,-1
57631164,-1
57631805,5
57632385,5
57633087,23
57633697,-10
57634369,-10
57635071,-173
57635712,-181
57636383,-181
57637176,-61
57637787,-61
57638489,5
57639038,-5
57639709,-5
57640320,-1
57640991,-6
57641601,-6
57642212,-14
57642914,-14
57643555,-7
57644287,-3
57644928,-3
57645599,-35
57646301,-50
57646973,-50
57647613,4
57648163,4
57648682,-2
57649383,-2
57650055,0
57650574,3
57651214,3
57651733,0
57652313,0
57652893,9
57653473,9
57654083,11
57654632,11
57655304,-84
57656097,-111
57656708,-111
57657379,-5
57658050,1
57658661,1
57659302,-1
57659973,-1
57660614,-1
57661255,-1
57661957,-1
57662567,-4
57663269,0
57663879,0
57664459,-8
57665069,-8
57665710,-116
57666382,-141
57667114,-141
57667816,-34
57668426,6
57669098,6
57669708,-1
57670349,-1
57671051,3
57671631,3
57672180,3
57672668,5
57673218,5
57673828,33
57674377,33
57675110,-229
57675812,-53
57676422,-53
57677185,4
57677704,4
57678345,3
57678894,0
57679504,0
57680054,-5
57680725,-5
57681366,2
57681915,2
57682434,-2
57683136,13
57683716,13
57684265,-19
57684906,-19
57685516,-134
57686218,-235
57686920,-235
57687591,-21
57688263,-21
57688934,-8
57689514,-4
57690216,-4
57690826,8
57691437,8
57692016,-1
57692688,-12
57693359,-12
57694061,-4
57694671,0
57695221,0
57695801,-13
57696503,-13
57697265,-20
57697876,4
57698456,4
57699036,0
57699615,0
57700165,1
57700683,1
57701263,-10
57701904,-10
57702606,-7
57703369,-11
57704101,-66
57704803,-66
57705505,-267
57706177,-267
57706879,-205
57707519,-42
57708130,-42
57708740,-1
57709473,-2
57710113,-2
57710785,3
57711426,3
57712036,0
57712616,-9
57713257,-9
57713928,-11
57714599,-217
57715332,-217
57716095,-211
57716827,-84
57717438,-84
57718048,8
57718597,8
57719177,-5
57719787,-5
57720428,0
57720978,-2
57721649,-2
57722381,-5
57723205,-5
57723907,-5
57724609,-8
57725433,-2
57726074,-2
57726745,-27
57727447,-2
57728210,-2
57728882,-4
57729675,-10
57730377,7
57731109,7
57731720,-4
57732422,-4
57733093,-3
57733734,-3
57734375,-3
57735199,-400
57735901,11
57736511,11
57737060,8
57737610,8
57738190,-7
57738830,-1
57739502,-1
57740173,-1
57740784,-1
57741485,-3
57742187,-1
57742950,-1
57743652,12
57744293,-1
57744995,-1
57745697,-4
57746338,-161
57746979,-161
57747589,-41
57748321,-6
57749084,-6
57749725,2
57750336,2
57750885,-2
57751648,13
57752350,13
57752899,11
57753448,11
57754089,-9
57754730,-90
57755432,-90
57756042,-195
57756714,-113
57757355,-113
57757995,-1
57758606,-1
57759216,-2
57759827,-2
57760437,-1
57761200,-7
57761871,-7
57762604,-13
57763367,-11
57764099,-2
57764740,-2
57765381,-181
57766113,-181
57766815,-95
57767486,-59
57768188,-59
57768951,5
57769501,6
57770080,6
57770721,-1
57771332,-1
57772125,-2
57772735,-5
57773407,-5
57774109,-7
57774750,-8
57775421,-8
57776214,-9
57776886,-36
57777588,-36
57778351,-4
57778961,-7
57779663,-7
57780395,4
57781097,-1
57781799,-1
57782440,-3
57783050,-3
57783661,-3
57784424,-2
57785156,-62
57785827,-62
57786438,-92
57787201,-11
57787903,-11
57788605,-2
57789307,-1
57790100,-1
57790802,2
57791412,0
57791931,0
57792511,-1
57793182,-1
57793854,-14
57794525,-14
57795196,-93
57795837,-101
57796448,-101
57797027,-92
57797668,-92
57798370,-5
57799133,4
57799682,4
57800293,6
57800812,6
57801422,-8
57802124,-4
57802765,-4
57803467,-5
57804199,-10
57804901,-10
57805603,-29
57806274,-77
57806915,-77
57807525,-2
57808197,-2
57808899,-2
57809631,6
57810303,6
57810974,-5
57811615,-5
57812256,-5
57812927,-1
57813537,-5
57814178,-5
57814789,-170
57815552,-170
57816254,-93
57816925,-107
57817566,-107
57818298,0
57818939,3
57819458,3
57820068,0
57820587,0
57821136,-2
57821838,-2
57822449,-13
57823212,5
57823883,5
57824432,4
57824982,4
57825500,-27
57826294,-5
57826935,-5
57827545,-10
57828186,-10
57828888,-1
57829620,-1
57830200,-1
57830902,-4
57831604,23
57832306,23
57832977,8
57833496,4
57834198,4
57834717,-117
57835388,-117
57836120,-215
57836792,-114
57837494,-114
57838165,14
57838684,14
57839294,5
57839905,-1
57840546,-1
57841217,-1
57841858,-1
57842529,-11
57843170,-9
57843811,-9
57844482,-8
57845184,-180
57845856,-180
57846496,-77
57847168,-53
57847748,-53
57848389,6
57849090,6
57849701,2
57850220,2
57850708,0
57851257,0
57851807,9
57852417,8
57853027,8
57853607,-18
57854217,-18
57854828,-96
57855438,-96
57856201,-177
57856903,-14
57857605,-14
57858307,4
57858856,-2
57859619,-2
57860260,1
57860840,-11
57861481,-11
57862182,-8
57862793,-8
57863495,-3
57864166,-39
57864838,-39
57865478,-228
57866211,-322
57866821,-322
57867493,-18
57868164,-18
57868835,-7
57869476,-2
57870178,-2
57870758,-2
57871429,-5
57872040,-5
57872681,3
57873321,3
57873901,-2
57874512,-17
57875183,-17
57875793,-5
57876434,-5
57877197,-12
57877807,1
57878418,1
57878967,-2
57879639,-2
57880401,-3
57881073,-5
57881683,-5
57882355,-11
57883057,10
57883667,10
57884277,-4
57884979,-4
57885712,-62
57886413,-125
57887085,-125
57887726,-10
57888428,4
57889038,4
57889648,3
57890320,4
57890900,4
57891479,-1
57892212,-1
57892883,9
57893432,-6
57894165,-6
57894836,-98
57895477,-98
57896179,-78
57896789,-67
57897522,-67
57898193,40
57898804,-8
57899444,-8
57900177,-3
57900848,-10
57901489,-10
57902191,-13
57902801,-13
57903503,5
57904114,-8
57904816,-8
57905456,-27
57906219,-19
57906921,-19
57907532,-4
57908172,0
57908691,0
57909271,-7
57909973,-7
57910583,5
57911194,5
57911804,5
57912353,2
57912933,2
57913483,1
57914062,1
57914612,-102
57915344,-102
57916107,-154
57916809,-174
57917572,-174
57918365,-16
57919067,3
57919586,3
57920257,3
57920837,-4
57921448,-4
57922058,-7
57922668,-7
57923370,-2
57924042,-8
57924713,-8
57925384,-33
57926117,-3
57926819,-3
57927429,-6
57928192,14
57928680,14
57929321,4
57929840,4
57930450,-5
57931213,-5
57931854,-4
57932495,7
57933044,7
57933655,21
57934296,21
57934906,-81
57935577,-111
57936279,-111
57936920,-38
57937561,-38
57938263,7
57938812,-4
57939514,-4
57940216,-1
57940887,-1
57941650,-1
57942383,-3
57943085,-2
57943786,-2
57944458,4
57945099,-121
57945709,-121
57946380,-124
57947052,-48
57947693,-48
57948364,-2
57949066,-2
57949676,7
57950287,0
57950806,0
57951416,6
57951965,6
57952576,9
57953186,9
57953674,3
57954285,3
57954864,-98
57955505,-31
57956116,-31
57956817,-39
57957519,-39
57958221,-4
57958832,1
57959350,1
57959961,-3
57960571,-3
57961273,-9
57961914,-1
57962616,-1
57963287,-7
57963989,-5
57964661,-5
57965393,-106
57966186,-146
57966858,-146
57967590,-79
57968323,-5
57969086,-5
57969726,5
57970367,5
57970856,5
57971405,5
57972015,5
57972656,0
57973266,0
57973968,-13
57974670,-27
57975372,-27
57976044,-7
57976654,-67
57977386,-67
57978058,11
57978607,11
57979217,-12
57979858,-1
57980560,-1
57981262,-12
57981994,-2
57982605,-2
57983215,0
57983826,0
57984405,-28
57985077,-31
57985718,-31
57986389,-102
57987121,-113
57987762,-113
57988434,3
57988983,3
57989532,0
57990082,0
57990600,-5
57991302,-2
57991913,-2
57992523,-6
57993164,-6
57993866,-9
57994629,-98
57995270,-98
57995880,-73
57996612,-76
57997253,-76
57997864,23
57998413,23
57999023,0
57999664,3
58000366,3
58000854,-9
58001587,-9
58002319,3
58002930,-2
58003570,-2
58004211,-36
58004883,-36
58005615,-19
58006317,-2
58007110,-13
58007812,-13
58008423,-3
58009033,-3
58009674,0
58010315,-5
58011078,-5
58011688,-9
58012359,12
58012970,12
58013489,-4
58014191,-4
58014953,-237
58015594,-279
58016296,-279
58016998,-64
58017609,0
58018188,0
58018799,1
58019348,1
58019958,-4
58020691,-4
58021393,-10
58022217,-5
58022949,-3
58023559,-3
58024292,-8
58024902,-2
58025543,-2
58026184,-8
58026794,-8
58027466,-1
58028198,2
58028717,2
58029297,9
58029816,9
58030426,-5
58031097,-5
58031769,3
58032410,10
58032928,10
58033508,2
58034119,2
58034668,-157
58035370,-157
58036011,-42
58036682,-78
58037353,-78
58037994,3
58038513,3
58039093,0
58039734,-1
58040375,-1
58041107,-5
58041839,-2
58042450,-2
58043060,-5
58043701,-5
58044403,-4
58045196,-212
58045868,-212
58046509,-110
58047180,-77
58047851,-77
58048431,9
58048981,9
58049530,1
58050110,1
58050720,4
58051300,-4
58051941,-4
58052643,-9
58053406,-27
58054077,-27
58054687,-14
58055359,-14
58056091,-106
58056732,11
58057312,11
58057861,4
58058411,4
58058990,0
58059601,-1
58060303,-1
58060974,-17
58061645,-17
58062378,3
58062927,-11
58063568,-11
58064300,-29
58064911,-171
58065613,-171
58066345,-148
58067108,-28
58067840,-28
58068481,-3
58069214,-5
58069855,-5
58070526,2
58071167,2
58071686,-5
58072327,-4
58073120,-4
58073822,-2
58074432,-54
58075195,-54
58075867,-1
58076630,-125
58077270,-125
58077972,-5
58078644,-12
58079254,-12
58079925,0
58080505,0
58081116,-7
58081756,-14
58082489,-14
58083191,3
58083771,3
58084381,0
58084961,-18
58085663,-18
58086395,-179
58087189,-111
58087860,-111
58088623,-10
58089264,-7
58089905,-7
58090515,-3
58091278,-5
58091919,-5
58092621,-11
58093262,-4
58093872,-4
58094513,-40
58095123,-40
58095795,-20
58096588,-116
58097259,-116
58097931,14
58098450,14
58099121,1
58099670,-3
58100403,-3
58101196,-13
58101868,-11
58102569,-11
58103302,-3
58104004,-2
58104614,-2
58105316,-12
58105926,-1
58106567,-1
58107269,-20
58108032,-1
58108765,-1
58109405,-4
58110077,9
58110657,9
58111328,9
58111969,9
58112518,3
58113037,3
58113617,5
58114197,5
58114807,-51
58115509,-161
58116180,-161
58116852,-9
58117493,3
58118103,3
58118744,6
58119324,6
58119934,-3
58120605,-3
58121216,-8
58121826,1
58122375,1
58122955,-1
58123566,-1
58124176,11
58124664,11
58125305,11
58125824,11
58126373,-112
58127014,1
58127533,1
58128082,-15
58128692,-15
58129364,-3
58130035,-3
58130737,0
58131317,2
58131805,2
58132416,-13
58133118,-13
58133728,-5
58134399,-34
58135162,-34
58135803,-66
58136536,-6
58137207,-6
58137848,-1
58138458,-1
58139221,2
58139801,0
58140442,0
58140961,-1
58141571,-1
58142364,-5
58142944,0
58143494,0
58144104,-19
58144745,-19
58145447,-213
58146057,-100
58146667,-100
58147400,-30
58148193,11
58148773,11
58149353,-1
58150116,0
58150665,0
58151306,-4
58151916,-4
58152527,0
58153076,0
58153595,-12
58154388,-1
58155212,-1
58155853,-28
58156463,-34
58157196,-34
58157867,7
58158417,7
58158935,-5
58159668,4
58160309,4
58160827,-6
58161438,-6
58162201,-10
58162811,-12
58163513,-12
58164184,16
58164795,-30
58165466,-30
58166199,-28
58166870,-28
58167572,-57
58168304,-8
58169006,-1
58169617,-1
58170380,-8
58171081,-8
58171722,-3
58172394,-9
58173096,-9
58173736,1
58174347,-25
58174988,-25
58175598,-95
58176300,-95
58177002,-90
58177612,-1
58178284,-1
58178955,8
58179504,-3
58180206,-3
58180908,-15
58181671,-1
58182403,-1
58183197,-2
58183868,12
58184540,12
58185181,-36
58185791,-36
58186432,-15
58187103,-2
58187805,-2
58188507,-3
58189209,-5
58189911,-5
